,국가별수출입 실적,국가명,수출건수,수출금액
0,2020.01,가나,"               1,376","              31,336"
1,2020.02,가나,"               1,552","              14,234"
2,2020.03,가나,"               1,942","              16,991"
3,2020.04,가나,"               1,368","              14,951"
4,2020.05,가나,"               1,370","              13,741"
5,2020.06,가나,"               2,037","              18,652"
6,2020.07,가나,"               2,185","              21,769"
7,2020.08,가나,"               1,818","              20,117"
8,2020.09,가나,"               1,885","              20,535"
9,2020.10,가나,"               1,926","              17,150"
10,2020.11,가나,"               1,751","              18,084"
11,2020.12,가나,"               1,429","              17,185"
12,2021.01,가나,"               1,283","              21,427"
13,2021.02,가나,"               1,504","              22,186"
14,2021.03,가나,"               2,154","              25,980"
15,2021.04,가나,"               2,217","              27,043"
16,2021.05,가나,"               2,055","              24,182"
17,2021.06,가나,"               2,033","              29,739"
18,2021.07,가나,"               1,647","              22,865"
19,2021.08,가나,"               1,548","              20,452"
20,2021.09,가나,"               1,339","              23,209"
21,2021.10,가나,"               1,338","              29,184"
22,2021.11,가나,"               1,232","              27,928"
23,2021.12,가나,"               1,109","              23,778"
24,2022.01,가나,                 925,"              30,357"
25,2022.02,가나,                 941,"              21,326"
26,2022.03,가나,                 879,"              22,451"
27,2022.04,가나,                 767,"              18,787"
28,2022.05,가나,                 731,"              19,414"
29,2022.06,가나,                 847,"              14,744"
30,2022.07,가나,                 803,"              15,985"
31,2020.01,가봉,                 105,                 624
32,2020.02,가봉,                 109,                 944
33,2020.03,가봉,                  45,"               1,486"
34,2020.04,가봉,                  28,"               2,264"
35,2020.05,가봉,                  17,                 338
36,2020.06,가봉,                  27,                 275
37,2020.07,가봉,                  33,                 313
38,2020.08,가봉,                  25,                 881
39,2020.09,가봉,                  35,"               1,175"
40,2020.10,가봉,                  54,                 843
41,2020.11,가봉,                  32,                 368
42,2020.12,가봉,                  56,                 423
43,2021.01,가봉,                  36,                 945
44,2021.02,가봉,                  19,                 727
45,2021.03,가봉,                  44,                 981
46,2021.04,가봉,                  49,"               1,082"
47,2021.05,가봉,                  24,                 281
48,2021.06,가봉,                  27,                 274
49,2021.07,가봉,                  17,                 464
50,2021.08,가봉,                  29,                 326
51,2021.09,가봉,                  35,                 440
52,2021.10,가봉,                  36,                 599
53,2021.11,가봉,                  50,                 437
54,2021.12,가봉,                  35,"               1,275"
55,2022.01,가봉,                  22,                 464
56,2022.02,가봉,                  25,                 427
57,2022.03,가봉,                  44,                 334
58,2022.04,가봉,                  28,                 970
59,2022.05,가봉,                  37,                 272
60,2022.06,가봉,                  37,                 926
61,2022.07,가봉,                  50,"               1,331"
62,2020.01,가이아나,                  30,"               1,196"
63,2020.02,가이아나,                  38,"               1,098"
64,2020.03,가이아나,                  46,"               2,005"
65,2020.04,가이아나,                  37,                 989
66,2020.05,가이아나,                  37,"               1,023"
67,2020.06,가이아나,                  43,"               1,361"
68,2020.07,가이아나,                  34,                 974
69,2020.08,가이아나,                  40,"               1,436"
70,2020.09,가이아나,                  51,"               2,254"
71,2020.10,가이아나,                  44,"               2,674"
72,2020.11,가이아나,                  58,"               3,482"
73,2020.12,가이아나,                  43,"               1,381"
74,2021.01,가이아나,                  54,"               2,073"
75,2021.02,가이아나,                  45,"               2,540"
76,2021.03,가이아나,                  71,"               3,346"
77,2021.04,가이아나,                  46,"               2,534"
78,2021.05,가이아나,                  57,"               3,131"
79,2021.06,가이아나,                  42,"               1,657"
80,2021.07,가이아나,                  56,"               2,025"
81,2021.08,가이아나,                  41,"               1,240"
82,2021.09,가이아나,                  51,"               1,886"
83,2021.10,가이아나,                  48,"               1,710"
84,2021.11,가이아나,                  56,"               1,869"
85,2021.12,가이아나,                  49,"               1,693"
86,2022.01,가이아나,                  51,"               1,729"
87,2022.02,가이아나,                  44,"               1,455"
88,2022.03,가이아나,                  71,"               2,287"
89,2022.04,가이아나,                  67,"               2,638"
90,2022.05,가이아나,                  69,"               4,010"
91,2022.06,가이아나,                  52,"               1,837"
92,2022.07,가이아나,                  72,"               3,490"
93,2020.01,감비아,                  32,                  98
94,2020.02,감비아,                  37,                  54
95,2020.03,감비아,                  56,                 470
96,2020.04,감비아,                  33,                 165
97,2020.05,감비아,                  44,                 551
98,2020.06,감비아,                  97,                 172
99,2020.07,감비아,                  52,                  83
100,2020.08,감비아,                  53,                 309
101,2020.09,감비아,                  73,                  88
102,2020.10,감비아,                  78,                 217
103,2020.11,감비아,                  68,                 241
104,2020.12,감비아,                  56,                 270
105,2021.01,감비아,                  50,                 351
106,2021.02,감비아,                  49,                 265
107,2021.03,감비아,                  73,                 476
108,2021.04,감비아,                 109,                 457
109,2021.05,감비아,                  80,                 417
110,2021.06,감비아,                  63,                 139
111,2021.07,감비아,                  50,                 390
112,2021.08,감비아,                  32,                 263
113,2021.09,감비아,                  47,                 115
114,2021.10,감비아,                  40,                 385
115,2021.11,감비아,                  62,                 229
116,2021.12,감비아,                  34,                 297
117,2022.01,감비아,                  23,                 534
118,2022.02,감비아,                  27,                 258
119,2022.03,감비아,                  29,                 337
120,2022.04,감비아,                  20,                 365
121,2022.05,감비아,                  22,                 296
122,2022.06,감비아,                  18,                 239
123,2022.07,감비아,                  20,                 331
124,2020.01,건지,                   0,                   0
125,2020.02,건지,                   1,                   1
126,2020.03,건지,                   0,                   0
127,2020.04,건지,                   0,                   0
128,2020.05,건지,                   0,                   0
129,2020.06,건지,                   2,                   0
130,2020.07,건지,                   2,                  23
131,2020.08,건지,                   0,                   0
132,2020.09,건지,                   0,                   0
133,2020.10,건지,                   1,                   0
134,2020.11,건지,                   0,                   0
135,2020.12,건지,                   1,                   0
136,2021.01,건지,                   1,                   0
137,2021.02,건지,                   0,                   0
138,2021.03,건지,                   3,                   2
139,2021.04,건지,                   1,                   1
140,2021.05,건지,                   0,                   0
141,2021.09,건지,                   1,                   0
142,2021.10,건지,                   0,                   0
143,2021.11,건지,                   0,                   0
144,2021.12,건지,                   1,                   0
145,2022.01,건지,                   1,                   1
146,2022.03,건지,                   2,                   0
147,2022.07,건지,                   0,                   0
148,2020.01,과델로프,                  15,"               1,421"
149,2020.02,과델로프,                  10,                 764
150,2020.03,과델로프,                  16,                 631
151,2020.04,과델로프,                   7,                 333
152,2020.05,과델로프,                   8,                 558
153,2020.06,과델로프,                  20,                 491
154,2020.07,과델로프,                   9,                 172
155,2020.08,과델로프,                  12,"               1,185"
156,2020.09,과델로프,                  15,"               2,458"
157,2020.10,과델로프,                  10,                 492
158,2020.11,과델로프,                  15,                 223
159,2020.12,과델로프,                  16,"               1,259"
160,2021.01,과델로프,                  10,"               1,314"
161,2021.02,과델로프,                  16,                 357
162,2021.03,과델로프,                  11,                 431
163,2021.04,과델로프,                  19,"               2,362"
164,2021.05,과델로프,                  18,                 810
165,2021.06,과델로프,                  14,                 478
166,2021.07,과델로프,                  10,                 582
167,2021.08,과델로프,                  19,"               1,488"
168,2021.09,과델로프,                  23,                 859
169,2021.10,과델로프,                  22,"               2,012"
170,2021.11,과델로프,                  15,                 898
171,2021.12,과델로프,                  28,"               1,919"
172,2022.01,과델로프,                  19,"               2,065"
173,2022.02,과델로프,                   9,                 732
174,2022.03,과델로프,                  19,                 748
175,2022.04,과델로프,                  13,                 800
176,2022.05,과델로프,                  20,"               1,310"
177,2022.06,과델로프,                  18,                 551
178,2022.07,과델로프,                  16,"               1,186"
179,2020.01,과테말라,"               1,144","              14,296"
180,2020.02,과테말라,"               1,255","              20,908"
181,2020.03,과테말라,"               1,058","              22,732"
182,2020.04,과테말라,                 633,"              16,049"
183,2020.05,과테말라,                 630,"               9,592"
184,2020.06,과테말라,                 936,"              12,615"
185,2020.07,과테말라,"               1,194","              16,978"
186,2020.08,과테말라,"               1,337","              15,074"
187,2020.09,과테말라,"               1,426","              17,550"
188,2020.10,과테말라,"               1,671","              20,193"
189,2020.11,과테말라,"               1,282","              18,659"
190,2020.12,과테말라,"               1,352","              18,655"
191,2021.01,과테말라,"               1,360","              16,858"
192,2021.02,과테말라,"               1,375","              18,585"
193,2021.03,과테말라,"               1,159","              20,776"
194,2021.04,과테말라,"               1,494","              49,131"
195,2021.05,과테말라,"               1,581","              23,968"
196,2021.06,과테말라,"               1,542","              29,032"
197,2021.07,과테말라,"               1,570","              28,995"
198,2021.08,과테말라,"               1,506","              25,875"
199,2021.09,과테말라,"               1,362","              53,141"
200,2021.10,과테말라,"               1,351","              55,909"
201,2021.11,과테말라,"               1,612","              33,780"
202,2021.12,과테말라,"               1,199","              27,871"
203,2022.01,과테말라,"               1,337","              26,836"
204,2022.02,과테말라,"               1,197","              19,310"
205,2022.03,과테말라,"               1,002","              23,512"
206,2022.04,과테말라,"               1,089","              25,008"
207,2022.05,과테말라,"               1,087","              27,559"
208,2022.06,과테말라,"               1,017","              26,066"
209,2022.07,과테말라,                 959,"              30,969"
210,2020.01,괌,                 358,"               6,659"
211,2020.02,괌,                 353,"              21,683"
212,2020.03,괌,                 342,"              10,694"
213,2020.04,괌,                 276,"              10,427"
214,2020.05,괌,                 234,"               4,564"
215,2020.06,괌,                 275,"               5,111"
216,2020.07,괌,                 357,"              14,682"
217,2020.08,괌,                 302,"               3,010"
218,2020.09,괌,                 427,"               7,699"
219,2020.10,괌,                 407,"               5,034"
220,2020.11,괌,                 505,"              14,685"
221,2020.12,괌,                 451,"               4,961"
222,2021.01,괌,                 411,"               5,234"
223,2021.02,괌,                 404,"               4,680"
224,2021.03,괌,                 417,"              12,581"
225,2021.04,괌,                 404,"               5,131"
226,2021.05,괌,                 428,"               6,477"
227,2021.06,괌,                 523,"              22,463"
228,2021.07,괌,                 503,"              17,044"
229,2021.08,괌,                 428,"               5,572"
230,2021.09,괌,                 469,"               6,376"
231,2021.10,괌,                 486,"               6,762"
232,2021.11,괌,                 531,"               6,303"
233,2021.12,괌,                 505,"               4,929"
234,2022.01,괌,                 398,"               7,752"
235,2022.02,괌,                 372,"               5,342"
236,2022.03,괌,                 437,"              36,779"
237,2022.04,괌,                 409,"              54,083"
238,2022.05,괌,                 454,"              61,499"
239,2022.06,괌,                 471,"              76,120"
240,2022.07,괌,                 404,"               6,707"
241,2020.04,교황청,                   0,                   0
242,2020.07,교황청,                   0,                   0
243,2020.08,교황청,                   0,                   0
244,2020.09,교황청,                   0,                   0
245,2021.09,교황청,                   0,                   0
246,2022.05,교황청,                   0,                   0
247,기간,국가명,수출건수,수출금액
248,2020.01,그레나다,                   5,                 217
249,2020.02,그레나다,                   7,                 173
250,2020.03,그레나다,                   5,                  89
251,2020.04,그레나다,                   4,                  36
252,2020.05,그레나다,                   3,                 267
253,2020.06,그레나다,                   0,                   0
254,2020.07,그레나다,                   2,                  66
255,2020.08,그레나다,                   1,                   7
256,2020.09,그레나다,                   5,                 101
257,2020.10,그레나다,                   6,                 225
258,2020.11,그레나다,                   5,                 157
259,2020.12,그레나다,                   6,                 137
260,2021.01,그레나다,                   4,                  99
261,2021.02,그레나다,                   6,                 236
262,2021.03,그레나다,                   7,                 253
263,2021.04,그레나다,                   4,                 158
264,2021.05,그레나다,                   4,                 288
265,2021.06,그레나다,                  10,                 307
266,2021.07,그레나다,                   4,                  53
267,2021.08,그레나다,                   8,                 141
268,2021.09,그레나다,                   1,                  26
269,2021.10,그레나다,                   3,                 249
270,2021.11,그레나다,                   5,                 183
271,2021.12,그레나다,                   3,                 285
272,2022.01,그레나다,                   5,                 261
273,2022.02,그레나다,                   5,                 199
274,2022.03,그레나다,                   3,                 171
275,2022.04,그레나다,                  11,                 266
276,2022.05,그레나다,                   4,                  75
277,2022.06,그레나다,                   3,                  86
278,2022.07,그레나다,                   7,                 443
279,2020.01,그리스,                 795,"              21,985"
280,2020.02,그리스,                 947,"              23,041"
281,2020.03,그리스,                 934,"             213,075"
282,2020.04,그리스,                 705,"              16,166"
283,2020.05,그리스,                 747,"              15,470"
284,2020.06,그리스,                 877,"              85,973"
285,2020.07,그리스,"               1,033","              83,196"
286,2020.08,그리스,                 785,"              17,936"
287,2020.09,그리스,                 947,"              82,967"
288,2020.10,그리스,                 824,"             198,094"
289,2020.11,그리스,                 884,"              20,219"
290,2020.12,그리스,                 967,"              85,080"
291,2021.01,그리스,                 804,"              21,605"
292,2021.02,그리스,                 799,"             109,483"
293,2021.03,그리스,"               1,108","             181,828"
294,2021.04,그리스,"               1,082","              89,693"
295,2021.05,그리스,                 913,"              34,318"
296,2021.06,그리스,"               1,145","              40,901"
297,2021.07,그리스,"               1,078","             311,359"
298,2021.08,그리스,                 837,"             213,615"
299,2021.09,그리스,                 892,"             207,203"
300,2021.10,그리스,                 988,"             209,032"
301,2021.11,그리스,"               1,057","             215,717"
302,2021.12,그리스,"               1,103","             395,147"
303,2022.01,그리스,"               1,004","              99,101"
304,2022.02,그리스,"               1,072","              50,187"
305,2022.03,그리스,"               1,113","             336,376"
306,2022.04,그리스,"               1,155","              73,797"
307,2022.05,그리스,"               1,051","             161,144"
308,2022.06,그리스,                 988,"             124,118"
309,2022.07,그리스,"               1,038","             122,673"
310,2020.01,그린랜드,                   1,                   4
311,2020.03,그린랜드,                   0,                   0
312,2020.04,그린랜드,                   1,                   0
313,2020.05,그린랜드,                   0,                   0
314,2020.06,그린랜드,                   1,                   0
315,2020.07,그린랜드,                   0,                   0
316,2020.08,그린랜드,                   1,                   0
317,2020.09,그린랜드,                   3,                   2
318,2020.10,그린랜드,                   0,                   0
319,2021.01,그린랜드,                   2,                   0
320,2021.02,그린랜드,                   4,                   0
321,2021.03,그린랜드,                   2,                   0
322,2021.04,그린랜드,                   0,                   0
323,2021.05,그린랜드,                   2,                   0
324,2021.06,그린랜드,                   9,                   1
325,2021.07,그린랜드,                   2,                   0
326,2021.08,그린랜드,                   9,                   1
327,2021.09,그린랜드,                   2,                   0
328,2021.10,그린랜드,                   5,                   0
329,2021.11,그린랜드,                   4,                   0
330,2021.12,그린랜드,                   4,                   0
331,2022.01,그린랜드,                   2,                   0
332,2022.02,그린랜드,                   2,                   0
333,2022.03,그린랜드,                   6,                   0
334,2022.04,그린랜드,                   7,                   0
335,2022.05,그린랜드,                  15,                 211
336,2022.06,그린랜드,                   4,                   0
337,2022.07,그린랜드,                   1,                   0
338,2020.01,기네비소,                   0,                   0
339,2020.02,기네비소,                   0,                   0
340,2020.03,기네비소,                   1,                 118
341,2020.04,기네비소,                   1,                   1
342,2020.05,기네비소,                   0,                   0
343,2020.06,기네비소,                   2,                  38
344,2020.07,기네비소,                   2,                  34
345,2020.08,기네비소,                   0,                   0
346,2020.10,기네비소,                   5,                   8
347,2020.11,기네비소,                   4,                   0
348,2020.12,기네비소,                   1,                   1
349,2021.01,기네비소,                   2,                  81
350,2021.02,기네비소,                   8,                 160
351,2021.03,기네비소,                   0,                   0
352,2021.04,기네비소,                   2,                   1
353,2021.05,기네비소,                   3,                  90
354,2021.06,기네비소,                   5,                 209
355,2021.08,기네비소,                   4,                  14
356,2021.09,기네비소,                   2,                   1
357,2021.10,기네비소,                   3,                  17
358,2021.11,기네비소,                   1,                   1
359,2021.12,기네비소,                   1,                   1
360,2022.01,기네비소,                   3,                  65
361,2022.02,기네비소,                   1,                   1
362,2022.03,기네비소,                   5,"               1,578"
363,2022.04,기네비소,                   1,                   8
364,2022.06,기네비소,                   2,                  10
365,2022.07,기네비소,                   1,                  11
366,2020.01,기니,                 145,"               2,009"
367,2020.02,기니,                 155,"               4,055"
368,2020.03,기니,                 177,"               1,865"
369,2020.04,기니,                 163,"               2,825"
370,2020.05,기니,                 159,"               1,041"
371,2020.06,기니,                 218,"               2,349"
372,2020.07,기니,                 270,"               2,318"
373,2020.08,기니,                 224,"               1,587"
374,2020.09,기니,                 335,"               1,280"
375,2020.10,기니,                 219,"               2,478"
376,2020.11,기니,                 240,"               1,570"
377,2020.12,기니,                 241,"               3,141"
378,2021.01,기니,                 179,"               3,288"
379,2021.02,기니,                 197,"              14,452"
380,2021.03,기니,                 237,"               5,761"
381,2021.04,기니,                 215,"               1,955"
382,2021.05,기니,                 174,"               2,543"
383,2021.06,기니,                 243,"               5,665"
384,2021.07,기니,                 189,"               4,128"
385,2021.08,기니,                 157,"               1,735"
386,2021.09,기니,                 117,"               7,488"
387,2021.10,기니,                 150,"               1,880"
388,2021.11,기니,                 176,"               1,856"
389,2021.12,기니,                 162,"               1,854"
390,2022.01,기니,                 124,"               1,971"
391,2022.02,기니,                 135,"               2,190"
392,2022.03,기니,                 170,"               2,848"
393,2022.04,기니,                 149,"               3,208"
394,2022.05,기니,                 162,"               5,634"
395,2022.06,기니,                 116,"               3,860"
396,2022.07,기니,                 134,"               4,004"
397,2020.01,기타국,                  29,                 997
398,2020.02,기타국,                  38,"               1,845"
399,2020.03,기타국,                  51,"               3,040"
400,2020.04,기타국,                  21,                 415
401,2020.05,기타국,                  23,"              11,955"
402,2020.06,기타국,                  47,"              29,494"
403,2020.07,기타국,                  31,"               4,174"
404,2020.08,기타국,                  30,"               1,979"
405,2020.09,기타국,                  32,"               3,979"
406,2020.10,기타국,                  82,"               6,975"
407,2020.11,기타국,                  28,"               1,667"
408,2020.12,기타국,                  33,"               1,530"
409,2021.01,기타국,                  30,"               2,887"
410,2021.02,기타국,                  31,"               2,871"
411,2021.03,기타국,                  35,"               7,237"
412,2021.04,기타국,                  42,"               2,722"
413,2021.05,기타국,                  59,"               5,085"
414,2021.06,기타국,                 112,"               8,625"
415,2021.07,기타국,                 100,"               4,067"
416,2021.08,기타국,                  99,"              61,067"
417,2021.09,기타국,                  70,"               6,972"
418,2021.10,기타국,                 102,"               9,407"
419,2021.11,기타국,                  61,"               8,373"
420,2021.12,기타국,                  57,"               7,087"
421,2022.01,기타국,                  61,"               5,680"
422,2022.02,기타국,                  33,"               3,618"
423,2022.03,기타국,                  61,"               6,778"
424,2022.04,기타국,                  58,"               5,521"
425,2022.05,기타국,                  59,"               5,475"
426,2022.06,기타국,                  50,"               5,658"
427,2022.07,기타국,                  62,"              13,485"
428,2020.01,나미비아,                  24,                 220
429,2020.02,나미비아,                  49,                 307
430,2020.03,나미비아,                  15,                  57
431,2020.04,나미비아,                  11,                 642
432,2020.05,나미비아,                   8,                 321
433,2020.06,나미비아,                  30,                 747
434,2020.07,나미비아,                  16,"               2,984"
435,2020.08,나미비아,                  12,                  62
436,2020.09,나미비아,                  15,"               4,542"
437,2020.10,나미비아,                  17,                 152
438,2020.11,나미비아,                  11,"               1,991"
439,2020.12,나미비아,                  17,                 294
440,2021.01,나미비아,                  15,                  87
441,2021.02,나미비아,                  10,                  70
442,2021.03,나미비아,                  15,                 222
443,2021.04,나미비아,                  25,                 182
444,2021.05,나미비아,                  10,"               1,085"
445,2021.06,나미비아,                  22,"               1,100"
446,2021.07,나미비아,                  23,"               1,326"
447,2021.08,나미비아,                  18,"               3,808"
448,2021.09,나미비아,                  32,                 396
449,2021.10,나미비아,                  19,                 175
450,2021.11,나미비아,                  27,                 268
451,2021.12,나미비아,                  11,                  85
452,2022.01,나미비아,                  22,                  60
453,2022.02,나미비아,                  18,                 355
454,2022.03,나미비아,                   8,                  65
455,2022.04,나미비아,                  14,"               1,746"
456,2022.05,나미비아,                  13,"               1,161"
457,2022.06,나미비아,                   8,                 289
458,2022.07,나미비아,                  13,                 150
459,2020.01,나우루,                   8,                 107
460,2020.03,나우루,                   1,                  15
461,2020.04,나우루,                  10,                  85
462,2020.05,나우루,                  10,                  86
463,2020.06,나우루,                   2,                  29
464,2020.07,나우루,                   5,                  49
465,2020.08,나우루,                  15,                 902
466,2020.09,나우루,                  17,                  62
467,2020.10,나우루,                   1,                  15
468,2020.11,나우루,                   1,                  51
469,2020.12,나우루,                  19,                 338
470,2021.01,나우루,                   1,                   1
471,2021.02,나우루,                   0,                   0
472,2021.03,나우루,                  20,                 268
473,2021.04,나우루,                   2,                  30
474,2021.05,나우루,                   0,                   0
475,2021.06,나우루,                  12,                  40
476,2021.07,나우루,                   3,                 101
477,2021.08,나우루,                   2,                  30
478,2021.09,나우루,                   7,                  43
479,2021.10,나우루,                  13,                  92
480,2021.11,나우루,                   2,                  34
481,2021.12,나우루,                  11,                  89
482,2022.02,나우루,                   3,                  75
483,2022.03,나우루,                   8,                  67
484,2022.04,나우루,                  24,                 727
485,2022.05,나우루,                  14,                 115
486,2022.06,나우루,                  11,                  93
487,2022.07,나우루,                   2,                  37
488,2020.01,나이지리아,                 845,"              41,731"
489,2020.02,나이지리아,                 840,"              49,248"
490,2020.03,나이지리아,"               1,009","              57,849"
491,2020.04,나이지리아,                 683,"              46,355"
492,2020.05,나이지리아,                 629,"              38,019"
493,2020.06,나이지리아,                 808,"              27,272"
494,2020.07,나이지리아,                 910,"              35,673"
495,2020.08,나이지리아,                 854,"              37,525"
496,2020.09,나이지리아,"               1,050","              39,244"
497,2020.10,나이지리아,                 937,"              53,414"
498,2020.11,나이지리아,                 915,"              41,970"
499,2020.12,나이지리아,                 964,"              48,007"
500,2021.01,나이지리아,                 779,"              43,349"
501,2021.02,나이지리아,                 958,"              73,889"
502,2021.03,나이지리아,"               1,185","              82,025"
503,2021.04,나이지리아,"               1,138","              67,085"
504,2021.05,나이지리아,"               1,037","              65,390"
505,2021.06,나이지리아,"               1,078","             124,085"
506,2021.07,나이지리아,                 962,"              80,566"
507,2021.08,나이지리아,"               1,088","             109,462"
508,2021.09,나이지리아,                 993,"              60,177"
509,2021.10,나이지리아,"               1,038","             130,234"
510,2021.11,나이지리아,"               1,094","              62,307"
511,2021.12,나이지리아,"               1,175","              64,395"
512,2022.01,나이지리아,                 955,"              58,564"
513,2022.02,나이지리아,                 897,"             136,481"
514,2022.03,나이지리아,"               1,081","              66,707"
515,2022.04,나이지리아,                 987,"              66,726"
516,2022.05,나이지리아,"               1,094","              72,305"
517,2022.06,나이지리아,                 921,"              53,611"
518,2022.07,나이지리아,"               1,013","              65,279"
519,2020.01,남수단,                   2,                  43
520,2020.02,남수단,                   7,                 323
521,2020.03,남수단,                   5,                  24
522,2020.04,남수단,                   2,                  18
523,2020.05,남수단,                   2,                  33
524,2020.06,남수단,                   3,                  93
525,2020.07,남수단,                   3,                  35
526,2020.08,남수단,                   5,                  78
527,2020.10,남수단,                   2,                 230
528,2020.12,남수단,                   2,                  97
529,2021.01,남수단,                   4,                 181
530,2021.02,남수단,                   1,                   0
531,2021.03,남수단,                   8,                 323
532,2021.04,남수단,                   2,                  43
533,2021.05,남수단,                   2,                   0
534,2021.06,남수단,                   7,                 174
535,2021.07,남수단,                  15,                 162
536,2021.08,남수단,                   4,                   6
537,2021.09,남수단,                   2,                  12
538,2021.10,남수단,                   9,                 955
539,2021.11,남수단,                   7,                 530
540,2021.12,남수단,                   8,                 480
541,2022.01,남수단,                   5,                  39
542,2022.02,남수단,                   1,                 402
543,2022.03,남수단,                   4,                   9
544,2022.04,남수단,                  13,                 168
545,2022.05,남수단,                   3,                 232
546,2022.06,남수단,                   4,                 272
547,2022.07,남수단,                   3,                   3
548,2020.01,남아프리카공화국,"               1,761","              56,386"
549,2020.02,남아프리카공화국,"               2,083","              53,073"
550,2020.03,남아프리카공화국,"               2,055","              61,710"
551,2020.04,남아프리카공화국,                 875,"              42,291"
552,2020.05,남아프리카공화국,                 968,"              36,114"
553,2020.06,남아프리카공화국,"               1,329","              58,790"
554,2020.07,남아프리카공화국,"               1,694","              49,037"
555,2020.08,남아프리카공화국,"               1,633","              48,814"
556,2020.09,남아프리카공화국,"               1,926","              54,040"
557,2020.10,남아프리카공화국,"               1,882","              72,026"
558,2020.11,남아프리카공화국,"               1,914","              60,782"
559,2020.12,남아프리카공화국,"               1,923","              73,257"
560,2021.01,남아프리카공화국,"               1,932","              85,764"
561,2021.02,남아프리카공화국,"               1,770","              81,947"
562,2021.03,남아프리카공화국,"               2,161","              80,838"
563,2021.04,남아프리카공화국,"               2,017","              78,407"
564,2021.05,남아프리카공화국,"               1,883","              72,012"
565,2021.06,남아프리카공화국,"               2,158","              97,286"
566,2021.07,남아프리카공화국,"               2,042","              93,273"
567,2021.08,남아프리카공화국,"               1,852","              68,783"
568,2021.09,남아프리카공화국,"               1,996","              91,021"
569,2021.10,남아프리카공화국,"               1,751","              71,205"
570,2021.11,남아프리카공화국,"               2,039","              85,850"
571,2021.12,남아프리카공화국,"               1,661","              82,232"
572,2022.01,남아프리카공화국,"               1,579","              94,058"
573,2022.02,남아프리카공화국,"               1,655","              76,561"
574,2022.03,남아프리카공화국,"               2,048","             139,215"
575,2022.04,남아프리카공화국,"               1,844","             102,427"
576,2022.05,남아프리카공화국,"               1,776","              93,379"
577,2022.06,남아프리카공화국,"               1,862","              77,669"
578,2022.07,남아프리카공화국,"               1,949","             114,399"
579,2020.04,남조지아 & 남샌드위치 군도,                   1,                   5
580,2020.06,남조지아 & 남샌드위치 군도,                   0,                   0
581,2020.09,남조지아 & 남샌드위치 군도,                   3,                   1
582,2020.10,남조지아 & 남샌드위치 군도,                   2,                   1
583,2020.11,남조지아 & 남샌드위치 군도,                   1,                 100
584,2021.01,남조지아 & 남샌드위치 군도,                   2,                   1
585,2021.03,남조지아 & 남샌드위치 군도,                   1,                  63
586,2021.04,남조지아 & 남샌드위치 군도,                   1,                   1
587,2021.06,남조지아 & 남샌드위치 군도,                   3,                   5
588,2021.07,남조지아 & 남샌드위치 군도,                   1,                   3
589,2021.08,남조지아 & 남샌드위치 군도,                   0,                   0
590,2021.11,남조지아 & 남샌드위치 군도,                   1,                  10
591,2021.12,남조지아 & 남샌드위치 군도,                   1,                  20
592,2022.02,남조지아 & 남샌드위치 군도,                   0,                   0
593,2022.05,남조지아 & 남샌드위치 군도,                   0,                   0
594,2020.01,네덜란드,"               7,568","             279,562"
595,2020.02,네덜란드,"               8,082","             356,532"
596,2020.03,네덜란드,"               9,095","             398,899"
597,2020.04,네덜란드,"               7,218","             337,776"
598,2020.05,네덜란드,"               6,712","             281,510"
599,2020.06,네덜란드,"               7,519","             296,824"
600,2020.07,네덜란드,"               8,217","             288,983"
601,2020.08,네덜란드,"               6,564","             325,480"
602,2020.09,네덜란드,"               8,346","             322,703"
603,2020.10,네덜란드,"               8,138","             353,138"
604,2020.11,네덜란드,"               8,820","             357,095"
605,2020.12,네덜란드,"              10,239","             388,532"
606,2021.01,네덜란드,"               8,280","             395,533"
607,2021.02,네덜란드,"               7,651","             385,612"
608,2021.03,네덜란드,"               9,956","             476,175"
609,2021.04,네덜란드,"               9,343","             462,350"
610,2021.05,네덜란드,"               8,139","             429,355"
611,2021.06,네덜란드,"               9,520","             514,041"
612,2021.07,네덜란드,"               9,402","             517,861"
613,2021.08,네덜란드,"               7,819","             428,744"
614,2021.09,네덜란드,"               8,186","             618,507"
615,2021.10,네덜란드,"               8,478","             499,294"
616,2021.11,네덜란드,"               8,958","             516,549"
617,2021.12,네덜란드,"               8,907","             566,837"
618,2022.01,네덜란드,"               8,680","             542,611"
619,2022.02,네덜란드,"               8,412","             566,238"
620,2022.03,네덜란드,"               9,692","             627,320"
621,2022.04,네덜란드,"               9,181","             495,629"
622,2022.05,네덜란드,"              10,002","             855,172"
623,2022.06,네덜란드,"               9,831","             773,702"
624,2022.07,네덜란드,"               9,994","             823,145"
625,2020.01,네덜란드 열도,                   5,                  39
626,2020.02,네덜란드 열도,                  14,                 152
627,2020.03,네덜란드 열도,                  16,                 200
628,2020.04,네덜란드 열도,                   3,                  25
629,2020.05,네덜란드 열도,                  11,                 118
630,2020.06,네덜란드 열도,                   4,                 338
631,2020.07,네덜란드 열도,                   9,                 110
632,2020.08,네덜란드 열도,                  13,"               1,161"
633,2020.09,네덜란드 열도,                   2,                  10
634,2020.10,네덜란드 열도,                   6,                  28
635,2020.11,네덜란드 열도,                   4,                  73
636,2020.12,네덜란드 열도,                   5,                  27
637,2021.01,네덜란드 열도,                   5,                  15
638,2021.02,네덜란드 열도,                   9,                 119
639,2021.03,네덜란드 열도,                   9,                 168
