,국가별수출입 실적,국가명,수출건수,수출금액
2014,2022.05,몰도바,                  83,"               2,859"
2015,2022.06,몰도바,                  80,"               5,774"
2016,2022.07,몰도바,                 109,"               3,069"
2017,2020.01,몰디브,                  41,                 251
2018,2020.02,몰디브,                  43,                 934
2019,2020.03,몰디브,                  39,                 457
2020,2020.04,몰디브,                  16,                 290
2021,2020.05,몰디브,                  15,                 233
2022,2020.06,몰디브,                  24,                 736
2023,2020.07,몰디브,                  19,                 288
2024,2020.08,몰디브,                  28,                 198
2025,2020.09,몰디브,                  36,                 549
2026,2020.10,몰디브,                  31,                 427
2027,2020.11,몰디브,                  39,"               1,524"
2028,2020.12,몰디브,                  31,                 362
2029,2021.01,몰디브,                  37,                 603
2030,2021.02,몰디브,                  50,"               1,119"
2031,2021.03,몰디브,                  56,                 515
2032,2021.04,몰디브,                  41,                 875
2033,2021.05,몰디브,                  40,                 558
2034,2021.06,몰디브,                  41,                 363
2035,2021.07,몰디브,                  50,                 522
2036,2021.08,몰디브,                  40,                 774
2037,2021.09,몰디브,                  63,                 461
2038,2021.10,몰디브,                  46,"               9,822"
2039,2021.11,몰디브,                  38,                 549
2040,2021.12,몰디브,                  53,                 407
2041,2022.01,몰디브,                  55,"               1,009"
2042,2022.02,몰디브,                  44,                 725
2043,2022.03,몰디브,                  54,                 592
2044,2022.04,몰디브,                  55,                 814
2045,2022.05,몰디브,                  63,                 787
2046,2022.06,몰디브,                  79,"               1,633"
2047,2022.07,몰디브,                  53,                 601
2048,2020.01,몰타,                 218,"             185,041"
2049,2020.02,몰타,                 261,"              52,608"
2050,2020.03,몰타,                 299,"             339,556"
2051,2020.04,몰타,                 258,"             183,674"
2052,2020.05,몰타,                 261,"               4,009"
2053,2020.06,몰타,                 235,"               5,150"
2054,2020.07,몰타,                 311,"              73,211"
2055,2020.08,몰타,                 241,"             266,441"
2056,2020.09,몰타,                 299,"             370,217"
2057,2020.10,몰타,                 226,"              95,424"
2058,2020.11,몰타,                 229,"             251,758"
2059,2020.12,몰타,                 253,"             191,219"
2060,2021.01,몰타,                 278,"             247,656"
2061,2021.02,몰타,                 268,"             325,806"
2062,2021.03,몰타,                 373,"             407,975"
2063,2021.04,몰타,                 344,"             370,924"
2064,2021.05,몰타,                 281,"             190,717"
2065,2021.06,몰타,                 341,"             106,320"
2066,2021.07,몰타,                 327,"             382,308"
2067,2021.08,몰타,                 348,"             506,811"
2068,2021.09,몰타,                 398,"              76,319"
2069,2021.10,몰타,                 339,"             153,424"
2070,2021.11,몰타,                 405,"               7,569"
2071,2021.12,몰타,                 466,"             251,769"
2072,2022.01,몰타,                 274,"               5,625"
2073,2022.02,몰타,                 308,"             400,712"
2074,2022.03,몰타,                 393,"             154,643"
2075,2022.04,몰타,                 324,"             211,010"
2076,2022.05,몰타,                 345,"             143,790"
2077,2022.06,몰타,                 325,"              15,527"
2078,2022.07,몰타,                 339,"             216,022"
2079,2020.01,몽골,"               1,654","              14,713"
2080,2020.02,몽골,"               1,874","              25,178"
2081,2020.03,몽골,"               1,594","              20,758"
2082,2020.04,몽골,"               1,861","              22,876"
2083,2020.05,몽골,"               1,812","              19,493"
2084,2020.06,몽골,"               2,222","              24,381"
2085,2020.07,몽골,"               2,080","              23,188"
2086,2020.08,몽골,"               2,003","              23,635"
2087,2020.09,몽골,"               2,291","              28,489"
2088,2020.10,몽골,"               2,025","              22,930"
2089,2020.11,몽골,"               1,771","              24,880"
2090,2020.12,몽골,"               1,323","              20,637"
2091,2021.01,몽골,"               1,318","              17,807"
2092,2021.02,몽골,"               1,526","              21,535"
2093,2021.03,몽골,"               2,476","              31,979"
2094,2021.04,몽골,"               2,535","              35,171"
2095,2021.05,몽골,"               2,395","              36,036"
2096,2021.06,몽골,"               3,097","              40,549"
2097,2021.07,몽골,"               2,595","              38,865"
2098,2021.08,몽골,"               2,539","              32,602"
2099,2021.09,몽골,"               2,409","              38,034"
2100,2021.10,몽골,"               2,064","              27,441"
2101,2021.11,몽골,"               1,938","              31,966"
2102,2021.12,몽골,"               2,432","              32,730"
2103,2022.01,몽골,"               2,102","              34,247"
2104,2022.02,몽골,"               2,073","              33,071"
2105,2022.03,몽골,"               2,321","              39,993"
2106,2022.04,몽골,"               2,290","              41,501"
2107,2022.05,몽골,"               2,133","              38,725"
2108,2022.06,몽골,"               1,883","              47,078"
2109,2022.07,몽골,"               1,696","              36,249"
2110,2020.01,미국,"              84,297","           5,740,347"
2111,2020.02,미국,"              88,394","           5,931,572"
2112,2020.03,미국,"              97,038","           7,281,215"
2113,2020.04,미국,"             105,323","           5,277,226"
2114,2020.05,미국,"             126,549","           4,589,358"
2115,2020.06,미국,"             121,611","           5,735,515"
2116,2020.07,미국,"             178,946","           6,596,979"
2117,2020.08,미국,"             145,871","           5,581,925"
2118,2020.09,미국,"             180,626","           6,997,554"
2119,2020.10,미국,"             165,215","           6,562,209"
2120,2020.11,미국,"             185,664","           6,664,272"
2121,2020.12,미국,"             219,820","           7,157,647"
2122,2021.01,미국,"             165,385","           8,412,355"
2123,2021.02,미국,"             157,033","           6,396,235"
2124,2021.03,미국,"             214,237","           7,970,756"
2125,2021.04,미국,"             221,667","           7,557,229"
2126,2021.05,미국,"             195,932","           7,448,016"
2127,2021.06,미국,"             221,567","           8,717,226"
2128,2021.07,미국,"             233,119","           8,724,016"
2129,2021.08,미국,"             206,316","           7,704,224"
2130,2021.09,미국,"             205,124","           7,983,934"
2131,2021.10,미국,"             207,230","           8,066,783"
2132,2021.11,미국,"             221,786","           8,133,640"
2133,2021.12,미국,"             239,230","           8,787,542"
2134,2022.01,미국,"             206,281","           8,571,323"
2135,2022.02,미국,"             181,252","           7,743,529"
2136,2022.03,미국,"             221,606","           9,639,734"
2137,2022.04,미국,"             197,062","           9,605,691"
2138,2022.05,미국,"             206,461","           9,613,246"
2139,2022.06,미국,"             230,299","           9,776,556"
2140,2022.07,미국,"             172,977","          10,027,876"
2141,2020.01,미령 버진군도,                   1,                   6
2142,2020.02,미령 버진군도,                   4,                   9
2143,2020.03,미령 버진군도,                   1,                   1
2144,2020.04,미령 버진군도,                   8,                  10
2145,2020.05,미령 버진군도,                   4,                   2
2146,2020.06,미령 버진군도,                   2,                   3
2147,2020.07,미령 버진군도,                  10,                   3
2148,2020.08,미령 버진군도,                   4,                   8
2149,2020.09,미령 버진군도,                   5,                   1
2150,2020.10,미령 버진군도,                   4,                   5
2151,2020.11,미령 버진군도,                   8,                  21
2152,2020.12,미령 버진군도,                   1,                   1
2153,2021.01,미령 버진군도,                   5,                   0
2154,2021.02,미령 버진군도,                   2,                   0
2155,2021.03,미령 버진군도,                   8,                   7
2156,2021.04,미령 버진군도,                   4,                   0
2157,2021.05,미령 버진군도,                   6,                   3
2158,2021.06,미령 버진군도,                   5,                   3
2159,2021.07,미령 버진군도,                   1,                   0
2160,2021.08,미령 버진군도,                   8,                 194
2161,2021.09,미령 버진군도,                   4,                   1
2162,2021.10,미령 버진군도,                   6,                   2
2163,2021.11,미령 버진군도,                   7,                   2
2164,2021.12,미령 버진군도,                   7,                  17
2165,2022.01,미령 버진군도,                   7,                   0
2166,2022.02,미령 버진군도,                   6,                   1
2167,2022.03,미령 버진군도,                   8,                  27
2168,2022.04,미령 버진군도,                   7,                  92
2169,2022.05,미령 버진군도,                   8,                  41
2170,2022.06,미령 버진군도,                  13,                   4
2171,2022.07,미령 버진군도,                   5,                 136
2172,2020.01,미얀마,"               1,325","              42,003"
2173,2020.02,미얀마,"               1,550","              65,788"
2174,2020.03,미얀마,"               1,256","              66,863"
2175,2020.04,미얀마,                 926,"              49,320"
2176,2020.05,미얀마,                 832,"              36,207"
2177,2020.06,미얀마,"               1,255","              44,341"
2178,2020.07,미얀마,"               1,355","              46,142"
2179,2020.08,미얀마,"               1,275","              49,288"
2180,2020.09,미얀마,"               1,430","              55,119"
2181,2020.10,미얀마,"               1,078","              38,960"
2182,2020.11,미얀마,"               1,357","              61,190"
2183,2020.12,미얀마,"               1,572","              53,707"
2184,2021.01,미얀마,"               1,375","              50,618"
2185,2021.02,미얀마,                 584,"              25,868"
2186,2021.03,미얀마,                 320,"              14,901"
2187,2021.04,미얀마,                 430,"              15,886"
2188,2021.05,미얀마,                 650,"              24,764"
2189,2021.06,미얀마,"               1,056","              35,483"
2190,2021.07,미얀마,                 955,"              37,143"
2191,2021.08,미얀마,                 733,"              27,677"
2192,2021.09,미얀마,                 872,"              30,239"
2193,2021.10,미얀마,"               1,053","              30,459"
2194,2021.11,미얀마,"               1,101","              37,787"
2195,2021.12,미얀마,                 979,"              37,110"
2196,2022.01,미얀마,                 909,"              40,250"
2197,2022.02,미얀마,                 880,"              30,688"
2198,2022.03,미얀마,                 946,"              34,470"
2199,2022.04,미얀마,                 819,"              42,921"
2200,2022.05,미얀마,                 920,"              40,318"
2201,2022.06,미얀마,                 900,"              29,506"
2202,2022.07,미얀마,                 869,"              28,917"
2203,2020.01,바누아투,                  46,                 564
2204,2020.02,바누아투,                  27,                 253
2205,2020.03,바누아투,                  38,                 609
2206,2020.04,바누아투,                  19,                 209
2207,2020.05,바누아투,                  24,                 260
2208,2020.06,바누아투,                  16,                 233
2209,2020.07,바누아투,                  41,                 503
2210,2020.08,바누아투,                  29,                 255
2211,2020.09,바누아투,                  26,                 103
2212,2020.10,바누아투,                  26,                 382
2213,2020.11,바누아투,                  44,                 978
2214,2020.12,바누아투,                  31,                 250
2215,2021.01,바누아투,                  23,                 164
2216,2021.02,바누아투,                  36,                 401
2217,2021.03,바누아투,                  31,                 418
2218,2021.04,바누아투,                  38,                 502
2219,2021.05,바누아투,                  22,                 273
2220,2021.06,바누아투,                  26,                 296
2221,2021.07,바누아투,                  27,                 290
2222,2021.08,바누아투,                  34,                 901
2223,2021.09,바누아투,                  35,"               2,081"
2224,2021.10,바누아투,                  21,                 200
2225,2021.11,바누아투,                  40,                 659
2226,2021.12,바누아투,                  28,                 319
2227,2022.01,바누아투,                  31,                 417
2228,2022.02,바누아투,                  32,                 327
2229,2022.03,바누아투,                  36,                 897
2230,2022.04,바누아투,                  28,                 419
2231,2022.05,바누아투,                  20,                 439
2232,2022.06,바누아투,                  27,                 321
2233,2022.07,바누아투,                  31,                 518
2234,2020.01,바레인,                 236,"              15,118"
2235,2020.02,바레인,                 319,"              28,384"
2236,2020.03,바레인,                 315,"              33,050"
2237,2020.04,바레인,                 289,"              25,965"
2238,2020.05,바레인,                 260,"              55,005"
2239,2020.06,바레인,                 311,"              32,954"
2240,2020.07,바레인,                 351,"              34,802"
2241,2020.08,바레인,                 237,"              28,590"
2242,2020.09,바레인,                 304,"              37,524"
2243,2020.10,바레인,                 318,"              39,983"
2244,2020.11,바레인,                 313,"              26,896"
2245,2020.12,바레인,                 294,"              23,389"
2246,2021.01,바레인,                 304,"              23,560"
2247,2021.02,바레인,                 249,"              10,842"
2248,2021.03,바레인,                 313,"              15,342"
2249,2021.04,바레인,                 336,"               7,883"
2250,2021.05,바레인,                 260,"               9,719"
2251,2021.06,바레인,                 364,"              25,450"
2252,2021.07,바레인,                 292,"              12,899"
2253,2021.08,바레인,                 261,"              17,881"
2254,2021.09,바레인,                 286,"               6,023"
2255,2021.10,바레인,                 330,"               8,809"
2256,2021.11,바레인,                 359,"              36,967"
2257,2021.12,바레인,                 314,"               9,857"
2258,2022.01,바레인,                 293,"              20,405"
2259,2022.02,바레인,                 240,"              17,422"
2260,2022.03,바레인,                 325,"              10,039"
2261,2022.04,바레인,                 285,"               8,589"
2262,2022.05,바레인,                 309,"              10,345"
2263,2022.06,바레인,                 357,"              14,234"
2264,2022.07,바레인,                 313,"              10,103"
2265,2020.01,바베이도스,                  12,                 389
2266,2020.02,바베이도스,                  12,                 599
2267,2020.03,바베이도스,                  13,                 674
2268,2020.04,바베이도스,                  14,                 236
2269,2020.05,바베이도스,                  12,                 337
2270,2020.06,바베이도스,                  11,                 121
2271,2020.07,바베이도스,                  10,                 498
2272,2020.08,바베이도스,                   6,                 348
2273,2020.09,바베이도스,                  10,                 222
2274,2020.10,바베이도스,                   9,                 547
2275,2020.11,바베이도스,                  12,                 150
2276,2020.12,바베이도스,                  12,                 417
2277,2021.01,바베이도스,                   7,                 249
2278,2021.02,바베이도스,                   8,                 546
2279,2021.03,바베이도스,                  18,                 386
2280,2021.04,바베이도스,                  11,                 438
2281,2021.05,바베이도스,                  10,"               1,674"
2282,2021.06,바베이도스,                  13,                 893
2283,2021.07,바베이도스,                   9,                 222
2284,2021.08,바베이도스,                  15,                 686
2285,2021.09,바베이도스,                  16,                 908
2286,2021.10,바베이도스,                  11,                 170
2287,2021.11,바베이도스,                  15,                 216
2288,2021.12,바베이도스,                  10,                 150
2289,2022.01,바베이도스,                  15,"               1,039"
2290,2022.02,바베이도스,                  15,                 659
2291,2022.03,바베이도스,                  14,                 480
2292,2022.04,바베이도스,                  16,                 234
2293,2022.05,바베이도스,                  10,                 570
2294,2022.06,바베이도스,                  18,                 665
2295,2022.07,바베이도스,                  11,                 692
2296,2020.01,바하마,                  32,                 834
2297,2020.02,바하마,                  37,                 963
2298,2020.03,바하마,                  25,                 247
2299,2020.04,바하마,                  13,                 385
2300,2020.05,바하마,                  12,                 174
2301,2020.06,바하마,                  34,"               1,770"
2302,2020.07,바하마,                  41,                 504
2303,2020.08,바하마,                  27,"             109,381"
2304,2020.09,바하마,                  43,                 805
2305,2020.10,바하마,                  46,"             294,134"
2306,2020.11,바하마,                  39,                 217
2307,2020.12,바하마,                  41,"              38,079"
2308,2021.01,바하마,                  29,                 363
2309,2021.02,바하마,                  38,"             222,446"
2310,2021.03,바하마,                  37,                 635
2311,2021.04,바하마,                  47,"               1,270"
2312,2021.05,바하마,                  32,"              65,406"
2313,2021.06,바하마,                  45,"             148,455"
2314,2021.07,바하마,                  43,"               1,353"
2315,2021.08,바하마,                  30,"               1,424"
2316,2021.09,바하마,                  34,"               1,044"
2317,2021.10,바하마,                  42,"             184,802"
2318,2021.11,바하마,                  38,"             246,573"
2319,2021.12,바하마,                  49,"               1,226"
2320,2022.01,바하마,                  42,"               1,861"
2321,2022.02,바하마,                  42,"             216,028"
2322,2022.03,바하마,                  50,"             118,973"
2323,2022.04,바하마,                  45,                 860
2324,2022.05,바하마,                  44,"             187,984"
2325,2022.06,바하마,                  36,"               1,279"
2326,2022.07,바하마,                  37,                 675
2327,2020.01,방글라데시,"               2,688","              95,946"
2328,2020.02,방글라데시,"               2,683","             107,368"
2329,2020.03,방글라데시,"               2,898","             130,551"
2330,2020.04,방글라데시,"               1,207","              50,156"
2331,2020.05,방글라데시,"               1,150","              66,070"
2332,2020.06,방글라데시,"               1,652","              63,533"
2333,2020.07,방글라데시,"               2,082","             109,446"
2334,2020.08,방글라데시,"               2,021","              60,562"
2335,2020.09,방글라데시,"               2,388","              75,209"
2336,2020.10,방글라데시,"               2,643","              98,039"
2337,2020.11,방글라데시,"               2,647","              79,746"
2338,2020.12,방글라데시,"               2,899","              96,705"
2339,2021.01,방글라데시,"               2,804","             102,001"
2340,2021.02,방글라데시,"               2,324","              89,757"
2341,2021.03,방글라데시,"               3,035","             148,927"
2342,2021.04,방글라데시,"               2,904","             171,519"
2343,2021.05,방글라데시,"               2,488","             118,738"
2344,2021.06,방글라데시,"               2,657","             133,764"
2345,2021.07,방글라데시,"               2,472","             186,336"
2346,2021.08,방글라데시,"               2,367","              97,269"
2347,2021.09,방글라데시,"               2,728","             143,299"
2348,2021.10,방글라데시,"               3,028","             180,079"
2349,2021.11,방글라데시,"               3,243","             142,127"
2350,2021.12,방글라데시,"               3,056","             122,038"
2351,2022.01,방글라데시,"               2,805","             190,356"
2352,2022.02,방글라데시,"               2,462","             111,740"
2353,2022.03,방글라데시,"               2,885","             120,507"
2354,2022.04,방글라데시,"               2,806","             194,146"
2355,2022.05,방글라데시,"               2,458","             303,479"
2356,2022.06,방글라데시,"               2,503","             181,490"
2357,2022.07,방글라데시,"               2,430","             292,294"
2358,2020.01,버뮤다,                   7,                 143
2359,2020.02,버뮤다,                  10,"             184,937"
2360,2020.03,버뮤다,                  17,"             324,109"
2361,2020.04,버뮤다,                  15,"             184,007"
2362,2020.05,버뮤다,                  10,                 457
2363,2020.06,버뮤다,                  12,                 511
2364,2020.07,버뮤다,                   6,"             183,522"
2365,2020.08,버뮤다,                   6,                 207
2366,2020.09,버뮤다,                   6,                 129
2367,2020.10,버뮤다,                  12,                  78
2368,2020.11,버뮤다,                   5,"             181,878"
2369,2020.12,버뮤다,                  14,"             184,403"
2370,2021.01,버뮤다,                   7,                 532
2371,2021.02,버뮤다,                   7,                 161
2372,2021.03,버뮤다,                  12,                 719
2373,2021.04,버뮤다,                   8,                 470
2374,2021.05,버뮤다,                   5,                 281
2375,2021.06,버뮤다,                  27,"             190,699"
2376,2021.07,버뮤다,                   8,                 302
2377,2021.08,버뮤다,                  11,"             189,805"
2378,2021.09,버뮤다,                  10,                 437
2379,2021.10,버뮤다,                  11,                 270
2380,2021.11,버뮤다,                  19,                 347
2381,2021.12,버뮤다,                  11,"             185,021"
2382,2022.01,버뮤다,                   6,                 134
2383,2022.02,버뮤다,                   6,                 471
2384,2022.03,버뮤다,                   6,                 256
2385,2022.04,버뮤다,                   3,                 435
2386,2022.05,버뮤다,                  11,"              56,121"
2387,2022.06,버뮤다,                  18,"             239,859"
2388,2022.07,버뮤다,                   7,"               1,232"
2389,2020.01,베네주엘라,                  46,"               1,073"
2390,2020.02,베네주엘라,                  31,"               1,291"
2391,2020.03,베네주엘라,                  58,"               1,785"
2392,2020.04,베네주엘라,                  34,"               1,329"
2393,2020.05,베네주엘라,                  34,"               1,736"
2394,2020.06,베네주엘라,                  48,"               2,213"
2395,2020.07,베네주엘라,                  52,"               1,664"
2396,2020.08,베네주엘라,                  47,"               1,686"
2397,2020.09,베네주엘라,                  47,"               2,928"
2398,2020.10,베네주엘라,                  58,"               1,939"
2399,2020.11,베네주엘라,                  34,                 794
2400,2020.12,베네주엘라,                  29,                 781
2401,2021.01,베네주엘라,                  39,"               1,267"
2402,2021.02,베네주엘라,                  46,"               1,394"
2403,2021.03,베네주엘라,                  61,"               2,920"
2404,2021.04,베네주엘라,                  50,"               2,643"
2405,2021.05,베네주엘라,                  42,"               2,601"
2406,2021.06,베네주엘라,                  46,"               1,421"
2407,2021.07,베네주엘라,                  70,"               4,610"
2408,2021.08,베네주엘라,                  44,"               3,091"
2409,2021.09,베네주엘라,                  50,"               2,489"
2410,2021.10,베네주엘라,                  52,"               2,494"
2411,2021.11,베네주엘라,                  50,"               2,697"
2412,2021.12,베네주엘라,                  47,"               3,517"
2413,2022.01,베네주엘라,                  54,"               2,900"
2414,2022.02,베네주엘라,                  57,"               2,752"
2415,2022.03,베네주엘라,                  56,"               5,139"
2416,2022.04,베네주엘라,                  69,"               3,893"
2417,2022.05,베네주엘라,                  51,"               3,163"
2418,2022.06,베네주엘라,                  63,"               5,945"
2419,2022.07,베네주엘라,                  78,"               3,880"
2420,2020.01,베닝,                   9,                 384
2421,2020.02,베닝,                  13,                 268
2422,2020.03,베닝,                  22,                 591
2423,2020.04,베닝,                  16,                 608
2424,2020.05,베닝,                  16,                 349
2425,2020.06,베닝,                  33,                 813
2426,2020.07,베닝,                  12,                 417
2427,2020.08,베닝,                  20,                 311
2428,2020.09,베닝,                  28,"               1,045"
2429,2020.10,베닝,                  22,"               1,129"
2430,2020.11,베닝,                  32,"               1,114"
2431,2020.12,베닝,                  23,                 725
2432,2021.01,베닝,                  27,                 938
2433,2021.02,베닝,                  25,"               1,307"
2434,2021.03,베닝,                  28,"               1,081"
2435,2021.04,베닝,                  36,"               2,107"
2436,2021.05,베닝,                  35,"               1,480"
2437,2021.06,베닝,                  36,"               1,956"
2438,2021.07,베닝,                  33,"               1,316"
2439,2021.08,베닝,                  23,"               1,660"
2440,2021.09,베닝,                  24,"               1,225"
2441,2021.10,베닝,                  32,                 953
2442,2021.11,베닝,                  27,                 943
2443,2021.12,베닝,                  28,"               1,077"
2444,2022.01,베닝,                  36,"               1,232"
2445,2022.02,베닝,                  42,"               1,707"
2446,2022.03,베닝,                  45,"               2,625"
2447,2022.04,베닝,                  46,"               1,680"
2448,2022.05,베닝,                  33,"               2,215"
2449,2022.06,베닝,                  40,"               1,403"
2450,2022.07,베닝,                  39,"               1,529"
2451,2020.01,베라루스,                 330,"               4,307"
2452,2020.02,베라루스,                 256,"               3,695"
2453,2020.03,베라루스,                 159,"               5,271"
2454,2020.04,베라루스,                 110,"               4,994"
2455,2020.05,베라루스,                  83,"               2,599"
2456,2020.06,베라루스,                 173,"               5,676"
2457,2020.07,베라루스,                 171,"               7,459"
2458,2020.08,베라루스,                 136,"               4,302"
2459,2020.09,베라루스,                 160,"               4,735"
2460,2020.10,베라루스,                 108,"               2,963"
2461,2020.11,베라루스,                 134,"               4,008"
2462,2020.12,베라루스,                 141,"               4,565"
2463,2021.01,베라루스,                 103,"               3,696"
2464,2021.02,베라루스,                 112,"               3,399"
2465,2021.03,베라루스,                 140,"               5,133"
2466,2021.04,베라루스,                 124,"               5,801"
2467,2021.05,베라루스,                 130,"               4,747"
2468,2021.06,베라루스,                 175,"               9,238"
2469,2021.07,베라루스,                 191,"              10,139"
2470,2021.08,베라루스,                 127,"               6,116"
2471,2021.09,베라루스,                 184,"               5,829"
2472,2021.10,베라루스,                 115,"               3,581"
2473,2021.11,베라루스,                 148,"               8,147"
2474,2021.12,베라루스,                 127,"               3,787"
2475,2022.01,베라루스,                 109,"               2,775"
2476,2022.02,베라루스,                 107,"               3,790"
2477,2022.03,베라루스,                  60,"               1,756"
2478,2022.04,베라루스,                  49,"               2,490"
2479,2022.05,베라루스,                  50,"               2,003"
2480,2022.06,베라루스,                  76,"               2,296"
2481,2022.07,베라루스,                  61,"               3,566"
2482,2020.01,베트남,"              49,875","           4,081,500"
2483,2020.02,베트남,"              53,969","           3,931,517"
2484,2020.03,베트남,"              57,378","           3,998,334"
2485,2020.04,베트남,"              44,725","           2,713,976"
2486,2020.05,베트남,"              41,691","           2,917,842"
2487,2020.06,베트남,"              51,140","           3,503,967"
2488,2020.07,베트남,"              59,894","           4,203,038"
2489,2020.08,베트남,"              51,862","           4,107,145"
2490,2020.09,베트남,"              59,495","           4,796,012"
2491,2020.10,베트남,"              54,587","           4,508,943"
2492,2020.11,베트남,"              55,676","           4,506,085"
2493,2020.12,베트남,"              62,766","           5,242,213"
2494,2021.01,베트남,"              54,011","           4,642,318"
2495,2021.02,베트남,"              44,762","           3,907,994"
2496,2021.03,베트남,"              57,381","           4,207,079"
2497,2021.04,베트남,"              57,791","           4,334,987"
2498,2021.05,베트남,"              52,609","           4,167,819"
2499,2021.06,베트남,"              57,187","           4,581,971"
2500,2021.07,베트남,"              55,956","           4,934,034"
2501,2021.08,베트남,"              44,036","           4,850,338"
2502,2021.09,베트남,"              42,481","           5,101,701"
2503,2021.10,베트남,"              48,670","           4,904,971"
2504,2021.11,베트남,"              54,908","           5,478,297"
2505,2021.12,베트남,"              60,170","           5,617,023"
2506,2022.01,베트남,"              50,448","           5,305,965"
2507,2022.02,베트남,"              46,274","           5,235,978"
2508,2022.03,베트남,"              57,595","           6,136,906"
2509,2022.04,베트남,"              56,508","           5,405,379"
2510,2022.05,베트남,"              54,252","           4,951,739"
2511,2022.06,베트남,"              52,465","           4,846,735"
2512,2022.07,베트남,"              53,526","           5,238,093"
2513,2020.01,벨기에,"               1,875","             249,539"
2514,2020.02,벨기에,"               2,239","             252,241"
2515,2020.03,벨기에,"               2,264","             260,301"
2516,2020.04,벨기에,"               2,077","             231,563"
2517,2020.05,벨기에,"               1,743","             162,422"
2518,2020.06,벨기에,"               1,862","             225,277"
2519,2020.07,벨기에,"               2,202","             246,873"
2520,2020.08,벨기에,"               1,789","             159,896"
2521,2020.09,벨기에,"               2,292","             195,430"
2522,2020.10,벨기에,"               2,327","             222,094"
2523,2020.11,벨기에,"               2,553","             220,120"
2524,2020.12,벨기에,"               2,846","             327,334"
2525,2021.01,벨기에,"               2,271","             383,709"
2526,2021.02,벨기에,"               2,186","             405,544"
2527,2021.03,벨기에,"               2,892","             383,131"
2528,2021.04,벨기에,"               2,804","             303,253"
2529,2021.05,벨기에,"               2,581","             323,186"
2530,2021.06,벨기에,"               3,091","             387,585"
2531,2021.07,벨기에,"               2,861","             356,389"
2532,2021.08,벨기에,"               2,525","             361,186"
2533,2021.09,벨기에,"               2,642","             339,346"
2534,2021.10,벨기에,"               2,632","             400,669"
2535,2021.11,벨기에,"               2,792","             395,034"
2536,2021.12,벨기에,"               2,914","             398,645"
2537,2022.01,벨기에,"               2,947","             415,882"
2538,2022.02,벨기에,"               2,448","             423,990"
2539,2022.03,벨기에,"               2,959","             411,978"
2540,2022.04,벨기에,"               2,711","             416,943"
2541,2022.05,벨기에,"               2,854","             414,136"
2542,2022.06,벨기에,"               2,898","             417,377"
2543,2022.07,벨기에,"               2,446","             420,114"
2544,2020.01,벨리제,                   5,                 229
2545,2020.02,벨리제,                   7,                 218
2546,2020.03,벨리제,                   9,                 391
2547,2020.04,벨리제,                   7,                 218
2548,2020.05,벨리제,                   3,                  86
2549,2020.06,벨리제,                   9,                 374
2550,2020.07,벨리제,                  11,                 335
2551,2020.08,벨리제,                   7,                 123
2552,2020.09,벨리제,                  10,                 331
2553,2020.10,벨리제,                  17,                 335
2554,2020.11,벨리제,                  16,                 348
2555,2020.12,벨리제,                  14,                 213
2556,2021.01,벨리제,                   8,                 120
2557,2021.02,벨리제,                   9,                 141
2558,2021.03,벨리제,                  11,                 216
2559,2021.04,벨리제,                  15,                 112
2560,2021.05,벨리제,                  14,                 440
2561,2021.06,벨리제,                  17,                 251
2562,2021.07,벨리제,                  16,                 281
2563,2021.08,벨리제,                  19,                 744
2564,2021.09,벨리제,                  14,                 397
2565,2021.10,벨리제,                  12,                 305
2566,2021.11,벨리제,                  13,                 541
2567,2021.12,벨리제,                  12,                 620
2568,2022.01,벨리제,                  12,                 623
2569,2022.02,벨리제,                  10,                 339
2570,2022.03,벨리제,                  15,                 833
2571,2022.04,벨리제,                   9,                 467
2572,2022.05,벨리제,                  12,                 544
2573,2022.06,벨리제,                   6,                 189
2574,2022.07,벨리제,                  13,                 435
2575,2020.08,보네르 신트외스타티위스,                   2,                   2
2576,2020.09,보네르 신트외스타티위스,                   1,                   1
2577,2020.10,보네르 신트외스타티위스,                   2,                  87
2578,2020.11,보네르 신트외스타티위스,                   1,                   0
2579,2020.12,보네르 신트외스타티위스,                   1,                   1
2580,2021.01,보네르 신트외스타티위스,                   1,                  20
2581,2021.04,보네르 신트외스타티위스,                   1,                  23
2582,2021.12,보네르 신트외스타티위스,                   0,                   0
2583,2022.05,보네르 신트외스타티위스,                   1,                   5
2584,2022.06,보네르 신트외스타티위스,                   0,                   0
2585,2020.01,보빗군도,                   0,                   0
2586,2020.03,보빗군도,                   0,                   0
2587,2020.04,보빗군도,                   0,                   0
2588,2020.05,보빗군도,                   0,                   0
2589,2020.11,보빗군도,                   0,                   0
2590,2020.12,보빗군도,                   0,                   0
2591,2021.02,보빗군도,                   0,                   0
2592,2021.06,보빗군도,                   0,                   0
2593,2021.08,보빗군도,                   0,                   0
2594,2021.10,보빗군도,                   0,                   0
2595,2021.11,보빗군도,                   1,                  75
2596,2021.12,보빗군도,                   0,                   0
2597,2022.05,보빗군도,                   0,                   0
2598,2020.01,보스니아-헤르체고비나,                  23,                 296
2599,2020.02,보스니아-헤르체고비나,                  25,                 326
2600,2020.03,보스니아-헤르체고비나,                  29,"               2,268"
2601,2020.04,보스니아-헤르체고비나,                  29,                 464
2602,2020.05,보스니아-헤르체고비나,                  17,                 261
2603,2020.06,보스니아-헤르체고비나,                  34,                 679
2604,2020.07,보스니아-헤르체고비나,                  25,                 670
